FLORIDA	12000	0	1468211	0000	0000	0	1897414	0000	0000	0	2771305	0000	0000	0	4951560	0000	0000	0	6789443	0000	0000	0	9746324	0000	0000	0	12937926	0000	0000	0	15982378	0000	0000	0	18801310	0000	0000	0	6791418	0000	0000
"Alachua, FL"	12001	0	34365	0000	0000	0	38607	0000	0000	0	57026	0000	0000	0	74074	0000	0000	0	104764	0000	0000	0	151348	0000	0000	0	181596	0000	0000	0	217955	0000	0000	0	247336	0000	0000	0	104764	0000	0000
"Baker, FL"	12003	0	6273	0000	0000	0	6510	0000	0000	0	6313	0000	0000	0	7363	0000	0000	0	9242	0000	0000	0	15289	0000	0000	0	18486	0000	0000	0	22259	0000	0000	0	27115	0000	0000	0	9242	0000	0000
"Bay, FL"	12005	0	12091	0000	0000	0	20686	0000	0000	0	42689	0000	0000	0	67131	0000	0000	0	75283	0000	0000	0	97740	0000	0000	0	126994	0000	0000	0	148217	0000	0000	0	168852	0000	0000	0	75283	0000	0000
"Bradford, FL"	12007	0	9405	0000	0000	0	8717	0000	0000	0	11457	0000	0000	0	12446	0000	0000	0	14625	0000	0000	0	20023	0000	0000	0	22515	0000	0000	0	26088	0000	0000	0	28520	0000	0000	0	14625	0000	0000
"Brevard, FL"	12009	0	13283	0000	0000	0	16142	0000	0000	0	23653	0000	0000	0	111435	0000	0000	0	230006	0000	0000	0	272959	0000	0000	0	398978	0000	0000	0	476230	0000	0000	0	543376	0000	0000	0	230006	0000	0000
"Broward, FL"	12011	0	20094	0000	0000	0	39794	0000	0000	0	83933	0000	0000	0	333946	0000	0000	0	620100	0000	0000	0	1018200	0000	0000	0	1255488	0000	0000	0	1623018	0000	0000	0	1748066	0000	0000	0	620100	0000	0000
"Calhoun, FL"	12013	0	7298	0000	0000	0	8218	0000	0000	0	7922	0000	0000	0	7422	0000	0000	0	7624	0000	0000	0	9294	0000	0000	0	11011	0000	0000	0	13017	0000	0000	0	14625	0000	0000	0	7624	0000	0000
"Charlotte, FL"	12015	0	4013	0000	0000	0	3663	0000	0000	0	4286	0000	0000	0	12594	0000	0000	0	27559	0000	0000	0	58460	0000	0000	0	110975	0000	0000	0	141627	0000	0000	0	159978	0000	0000	0	27559	0000	0000
"Citrus, FL"	12017	0	5516	0000	0000	0	5846	0000	0000	0	6111	0000	0000	0	9268	0000	0000	0	19196	0000	0000	0	54703	0000	0000	0	93515	0000	0000	0	118085	0000	0000	0	141236	0000	0000	0	19196	0000	0000
"Clay, FL"	12019	0	6859	0000	0000	0	6468	0000	0000	0	14323	0000	0000	0	19535	0000	0000	0	32059	0000	0000	0	67052	0000	0000	0	105986	0000	0000	0	140814	0000	0000	0	190865	0000	0000	0	32059	0000	0000
"Collier, FL"	12021	0	2883	0000	0000	0	5102	0000	0000	0	6488	0000	0000	0	15753	0000	0000	0	38040	0000	0000	0	85971	0000	0000	0	152099	0000	0000	0	251377	0000	0000	0	321520	0000	0000	0	38040	0000	0000
"Columbia, FL"	12023	0	14638	0000	0000	0	16859	0000	0000	0	18216	0000	0000	0	20077	0000	0000	0	25250	0000	0000	0	35399	0000	0000	0	42613	0000	0000	0	56513	0000	0000	0	67531	0000	0000	0	25250	0000	0000
"DeSoto, FL"	12027	0	7745	0000	0000	0	7792	0000	0000	0	9242	0000	0000	0	11683	0000	0000	0	13060	0000	0000	0	19039	0000	0000	0	23865	0000	0000	0	32209	0000	0000	0	34862	0000	0000	0	13060	0000	0000
"Dixie, FL"	12029	0	6419	0000	0000	0	7018	0000	0000	0	3928	0000	0000	0	4479	0000	0000	0	5480	0000	0000	0	7751	0000	0000	0	10585	0000	0000	0	13827	0000	0000	0	16422	0000	0000	0	5480	0000	0000
"Duval, FL"	12031	0	155503	0000	0000	0	210143	0000	0000	0	304029	0000	0000	0	455411	0000	0000	0	528865	0000	0000	0	571003	0000	0000	0	672971	0000	0000	0	778879	0000	0000	0	864263	0000	0000	0	528865	0000	0000
"Escambia, FL"	12033	0	53594	0000	0000	0	74667	0000	0000	0	112706	0000	0000	0	173829	0000	0000	0	205334	0000	0000	0	233794	0000	0000	0	262798	0000	0000	0	294410	0000	0000	0	297619	0000	0000	0	205334	0000	0000
"Flagler, FL"	12035	0	2466	0000	0000	0	3008	0000	0000	0	3367	0000	0000	0	4566	0000	0000	0	4454	0000	0000	0	10913	0000	0000	0	28701	0000	0000	0	49832	0000	0000	0	95696	0000	0000	0	4454	0000	0000
"Franklin, FL"	12037	0	6283	0000	0000	0	5991	0000	0000	0	5814	0000	0000	0	6576	0000	0000	0	7065	0000	0000	0	7661	0000	0000	0	8967	0000	0000	0	11057	0000	0000	0	11549	0000	0000	0	7065	0000	0000
"Gadsden, FL"	12039	0	29890	0000	0000	0	31450	0000	0000	0	36457	0000	0000	0	41989	0000	0000	0	39184	0000	0000	0	41565	0000	0000	0	41105	0000	0000	0	45087	0000	0000	0	46389	0000	0000	0	39184	0000	0000
"Gilchrist, FL"	12041	0	4137	0000	0000	0	4250	0000	0000	0	3499	0000	0000	0	2868	0000	0000	0	3551	0000	0000	0	5767	0000	0000	0	9667	0000	0000	0	14437	0000	0000	0	16939	0000	0000	0	3551	0000	0000
"Glades, FL"	12043	0	2762	0000	0000	0	2745	0000	0000	0	2199	0000	0000	0	2950	0000	0000	0	3669	0000	0000	0	5992	0000	0000	0	7591	0000	0000	0	10576	0000	0000	0	12884	0000	0000	0	3669	0000	0000
"Gulf, FL"	12045	0	3182	0000	0000	0	6951	0000	0000	0	7460	0000	0000	0	9937	0000	0000	0	10096	0000	0000	0	10658	0000	0000	0	11504	0000	0000	0	13332	0000	0000	0	15863	0000	0000	0	10096	0000	0000
"Hamilton, FL"	12047	0	9454	0000	0000	0	9778	0000	0000	0	8981	0000	0000	0	7705	0000	0000	0	7787	0000	0000	0	8761	0000	0000	0	10930	0000	0000	0	13327	0000	0000	0	14799	0000	0000	0	7787	0000	0000
"Hardee, FL"	12049	0	10348	0000	0000	0	10158	0000	0000	0	10073	0000	0000	0	12370	0000	0000	0	14889	0000	0000	0	19379	0000	0000	0	19499	0000	0000	0	26938	0000	0000	0	27731	0000	0000	0	14889	0000	0000
"Hendry, FL"	12051	0	3492	0000	0000	0	5237	0000	0000	0	6051	0000	0000	0	8119	0000	0000	0	11859	0000	0000	0	18599	0000	0000	0	25773	0000	0000	0	36210	0000	0000	0	39140	0000	0000	0	11859	0000	0000
"Hernando, FL"	12053	0	4948	0000	0000	0	5641	0000	0000	0	6693	0000	0000	0	11205	0000	0000	0	17004	0000	0000	0	44469	0000	0000	0	101115	0000	0000	0	130802	0000	0000	0	172778	0000	0000	0	17004	0000	0000
"Highlands, FL"	12055	0	9192	0000	0000	0	9246	0000	0000	0	13636	0000	0000	0	21338	0000	0000	0	29507	0000	0000	0	47526	0000	0000	0	68432	0000	0000	0	87366	0000	0000	0	98786	0000	0000	0	29507	0000	0000
"Hillsborough, FL"	12057	0	153519	0000	0000	0	180148	0000	0000	0	249894	0000	0000	0	397788	0000	0000	0	490265	0000	0000	0	646960	0000	0000	0	834054	0000	0000	0	998948	0000	0000	0	1229226	0000	0000	0	490265	0000	0000
"Holmes, FL"	12059	0	12924	0000	0000	0	15447	0000	0000	0	13988	0000	0000	0	10844	0000	0000	0	10720	0000	0000	0	14723	0000	0000	0	15778	0000	0000	0	18564	0000	0000	0	19927	0000	0000	0	10720	0000	0000
"Indian River, FL"	12061	0	6724	0000	0000	0	8957	0000	0000	0	11872	0000	0000	0	25309	0000	0000	0	35992	0000	0000	0	59896	0000	0000	0	90208	0000	0000	0	112947	0000	0000	0	138028	0000	0000	0	35992	0000	0000
"Jackson, FL"	12063	0	31969	0000	0000	0	34428	0000	0000	0	34645	0000	0000	0	36208	0000	0000	0	34434	0000	0000	0	39154	0000	0000	0	41375	0000	0000	0	46755	0000	0000	0	49746	0000	0000	0	34434	0000	0000
"Jefferson, FL"	12065	0	13408	0000	0000	0	12032	0000	0000	0	10413	0000	0000	0	9543	0000	0000	0	8778	0000	0000	0	10703	0000	0000	0	11296	0000	0000	0	12902	0000	0000	0	14761	0000	0000	0	8778	0000	0000
"Lafayette, FL"	12067	0	4361	0000	0000	0	4405	0000	0000	0	3440	0000	0000	0	2889	0000	0000	0	2892	0000	0000	0	4035	0000	0000	0	5578	0000	0000	0	7022	0000	0000	0	8870	0000	0000	0	2892	0000	0000
"Lake, FL"	12069	0	23161	0000	0000	0	27255	0000	0000	0	36340	0000	0000	0	57383	0000	0000	0	69305	0000	0000	0	104870	0000	0000	0	152104	0000	0000	0	210528	0000	0000	0	297052	0000	0000	0	69305	0000	0000
"Lee, FL"	12071	0	14990	0000	0000	0	17488	0000	0000	0	23404	0000	0000	0	54539	0000	0000	0	105216	0000	0000	0	205266	0000	0000	0	335113	0000	0000	0	440888	0000	0000	0	618754	0000	0000	0	105216	0000	0000
"Leon, FL"	12073	0	23476	0000	0000	0	31646	0000	0000	0	51590	0000	0000	0	74225	0000	0000	0	103047	0000	0000	0	148655	0000	0000	0	192493	0000	0000	0	239452	0000	0000	0	275487	0000	0000	0	103047	0000	0000
"Levy, FL"	12075	0	12456	0000	0000	0	12550	0000	0000	0	10637	0000	0000	0	10364	0000	0000	0	12756	0000	0000	0	19870	0000	0000	0	25923	0000	0000	0	34450	0000	0000	0	40801	0000	0000	0	12756	0000	0000
"Liberty, FL"	12077	0	4067	0000	0000	0	3752	0000	0000	0	3182	0000	0000	0	3138	0000	0000	0	3379	0000	0000	0	4260	0000	0000	0	5569	0000	0000	0	7021	0000	0000	0	8365	0000	0000	0	3379	0000	0000
"Madison, FL"	12079	0	15614	0000	0000	0	16190	0000	0000	0	14197	0000	0000	0	14154	0000	0000	0	13481	0000	0000	0	14894	0000	0000	0	16569	0000	0000	0	18733	0000	0000	0	19224	0000	0000	0	13481	0000	0000
"Manatee, FL"	12081	0	22502	0000	0000	0	26098	0000	0000	0	34704	0000	0000	0	69168	0000	0000	0	97115	0000	0000	0	148442	0000	0000	0	211707	0000	0000	0	264002	0000	0000	0	322833	0000	0000	0	97115	0000	0000
"Marion, FL"	12083	0	29578	0000	0000	0	31243	0000	0000	0	38187	0000	0000	0	51616	0000	0000	0	69030	0000	0000	0	122488	0000	0000	0	194833	0000	0000	0	258916	0000	0000	0	331298	0000	0000	0	69030	0000	0000
"Martin, FL"	12085	0	5111	0000	0000	0	6295	0000	0000	0	7807	0000	0000	0	16932	0000	0000	0	28035	0000	0000	0	64014	0000	0000	0	100900	0000	0000	0	126731	0000	0000	0	146318	0000	0000	0	28035	0000	0000
"Miami-Dade, FL"	12086	0	142955	0000	0000	0	267739	0000	0000	0	495084	0000	0000	0	935047	0000	0000	0	1267792	0000	0000	0	1625781	0000	0000	0	1937094	0000	0000	0	2253362	0000	0000	0	2496435	0000	0000	0	1267792	0000	0000
"Monroe, FL"	12087	0	13624	0000	0000	0	14078	0000	0000	0	29957	0000	0000	0	47921	0000	0000	0	52586	0000	0000	0	63188	0000	0000	0	78024	0000	0000	0	79589	0000	0000	0	73090	0000	0000	0	52586	0000	0000
"Nassau, FL"	12089	0	9375	0000	0000	0	10826	0000	0000	0	12811	0000	0000	0	17189	0000	0000	0	20626	0000	0000	0	32894	0000	0000	0	43941	0000	0000	0	57663	0000	0000	0	73314	0000	0000	0	20626	0000	0000
"Okaloosa, FL"	12091	0	9897	0000	0000	0	12900	0000	0000	0	27533	0000	0000	0	61175	0000	0000	0	88187	0000	0000	0	109920	0000	0000	0	143776	0000	0000	0	170498	0000	0000	0	180822	0000	0000	0	88187	0000	0000
"Okeechobee, FL"	12093	0	4129	0000	0000	0	3000	0000	0000	0	3454	0000	0000	0	6424	0000	0000	0	11233	0000	0000	0	20264	0000	0000	0	29627	0000	0000	0	35910	0000	0000	0	39996	0000	0000	0	11233	0000	0000
"Orange, FL"	12095	0	49737	0000	0000	0	70074	0000	0000	0	114950	0000	0000	0	263540	0000	0000	0	344311	0000	0000	0	471016	0000	0000	0	677491	0000	0000	0	896344	0000	0000	0	1145956	0000	0000	0	344311	0000	0000
"Osceola, FL"	12097	0	10699	0000	0000	0	10119	0000	0000	0	11406	0000	0000	0	19029	0000	0000	0	25267	0000	0000	0	49287	0000	0000	0	107728	0000	0000	0	172493	0000	0000	0	268685	0000	0000	0	25267	0000	0000
"Palm Beach, FL"	12099	0	51781	0000	0000	0	79989	0000	0000	0	114688	0000	0000	0	228106	0000	0000	0	348753	0000	0000	0	576863	0000	0000	0	863518	0000	0000	0	1131184	0000	0000	0	1320134	0000	0000	0	348993	0000	0000
"Pasco, FL"	12101	0	10574	0000	0000	0	13981	0000	0000	0	20529	0000	0000	0	36785	0000	0000	0	75955	0000	0000	0	193643	0000	0000	0	281131	0000	0000	0	344765	0000	0000	0	464697	0000	0000	0	75955	0000	0000
